serial_number,drone_type,bandwidth_from,id_from,bandwidth_to,id_to,ratio,bandwidth_pair
SerialNumber_38,Mini 3,40MHz,736,20MHz,516,0.7010869565217391,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,736,20MHz,600,0.8152173913043478,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,736,20MHz,517,0.7024456521739131,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,736,20MHz,1,0.001358695652173913,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,736,20MHz,596,0.8097826086956522,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,736,20MHz,55,0.07472826086956522,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,736,20MHz,223,0.3029891304347826,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,736,20MHz,54,0.07336956521739131,40MHz_to_20MHz
SerialNumber_38,Mini 3,40MHz,736,20MHz,568,0.7717391304347826,40MHz_to_20MHz
SerialNumber_38,Mini 3,20MHz,516,10MHz,195,0.37790697674418605,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,516,10MHz,147,0.28488372093023256,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,600,10MHz,195,0.325,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,600,10MHz,147,0.245,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,517,10MHz,195,0.3771760154738878,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,517,10MHz,147,0.28433268858800775,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,1,10MHz,195,195.0,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,1,10MHz,147,147.0,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,596,10MHz,195,0.3271812080536913,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,596,10MHz,147,0.24664429530201343,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,55,10MHz,195,3.5454545454545454,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,55,10MHz,147,2.672727272727273,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,223,10MHz,195,0.874439461883408,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,223,10MHz,147,0.6591928251121076,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,54,10MHz,195,3.611111111111111,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,54,10MHz,147,2.7222222222222223,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,568,10MHz,195,0.34330985915492956,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,568,10MHz,147,0.25880281690140844,20MHz_to_10MHz
SerialNumber_38,Mini 3,20MHz,516,40MHz,158,0.3062015503875969,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,516,40MHz,736,1.426356589147287,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,600,40MHz,158,0.2633333333333333,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,600,40MHz,736,1.2266666666666666,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,517,40MHz,158,0.3056092843326886,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,517,40MHz,736,1.4235976789168279,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,1,40MHz,158,158.0,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,1,40MHz,736,736.0,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,596,40MHz,158,0.2651006711409396,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,596,40MHz,736,1.2348993288590604,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,55,40MHz,158,2.8727272727272726,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,55,40MHz,736,13.381818181818181,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,223,40MHz,158,0.7085201793721974,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,223,40MHz,736,3.3004484304932737,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,54,40MHz,158,2.925925925925926,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,54,40MHz,736,13.62962962962963,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,568,40MHz,158,0.27816901408450706,20MHz_to_40MHz
SerialNumber_38,Mini 3,20MHz,568,40MHz,736,1.295774647887324,20MHz_to_40MHz
SerialNumber_39,Mavic 3 Pro,10MHz,195,40MHz,156,0.8,10MHz_to_40MHz
SerialNumber_39,Mavic 3 Pro,10MHz,195,40MHz,736,3.7743589743589743,10MHz_to_40MHz
SerialNumber_39,Mavic 3 Pro,10MHz,195,20MHz,523,2.682051282051282,10MHz_to_20MHz
SerialNumber_39,Mavic 3 Pro,10MHz,195,20MHz,165,0.8461538461538461,10MHz_to_20MHz
SerialNumber_39,Mavic 3 Pro,10MHz,195,20MHz,600,3.076923076923077,10MHz_to_20MHz
SerialNumber_39,Mavic 3 Pro,40MHz,156,10MHz,195,1.25,40MHz_to_10MHz
SerialNumber_39,Mavic 3 Pro,40MHz,736,10MHz,195,0.264945652173913,40MHz_to_10MHz
SerialNumber_39,Mavic 3 Pro,40MHz,156,20MHz,523,3.3525641025641026,40MHz_to_20MHz
SerialNumber_39,Mavic 3 Pro,40MHz,156,20MHz,165,1.0576923076923077,40MHz_to_20MHz
SerialNumber_39,Mavic 3 Pro,40MHz,156,20MHz,600,3.8461538461538463,40MHz_to_20MHz
SerialNumber_39,Mavic 3 Pro,40MHz,736,20MHz,523,0.7105978260869565,40MHz_to_20MHz
SerialNumber_39,Mavic 3 Pro,40MHz,736,20MHz,165,0.22418478260869565,40MHz_to_20MHz
SerialNumber_39,Mavic 3 Pro,40MHz,736,20MHz,600,0.8152173913043478,40MHz_to_20MHz
SerialNumber_39,Mavic 3 Pro,20MHz,523,10MHz,195,0.372848948374761,20MHz_to_10MHz
SerialNumber_39,Mavic 3 Pro,20MHz,165,10MHz,195,1.1818181818181819,20MHz_to_10MHz
SerialNumber_39,Mavic 3 Pro,20MHz,600,10MHz,195,0.325,20MHz_to_10MHz
SerialNumber_39,Mavic 3 Pro,20MHz,523,40MHz,156,0.2982791586998088,20MHz_to_40MHz
SerialNumber_39,Mavic 3 Pro,20MHz,523,40MHz,736,1.407265774378585,20MHz_to_40MHz
SerialNumber_39,Mavic 3 Pro,20MHz,165,40MHz,156,0.9454545454545454,20MHz_to_40MHz
SerialNumber_39,Mavic 3 Pro,20MHz,165,40MHz,736,4.460606060606061,20MHz_to_40MHz
SerialNumber_39,Mavic 3 Pro,20MHz,600,40MHz,156,0.26,20MHz_to_40MHz
SerialNumber_39,Mavic 3 Pro,20MHz,600,40MHz,736,1.2266666666666666,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,40MHz,222,1.1384615384615384,10MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,40MHz,156,0.8,10MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,40MHz,387,1.9846153846153847,10MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,40MHz,620,3.1794871794871793,10MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,20MHz,107,0.5487179487179488,10MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,20MHz,600,3.076923076923077,10MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,20MHz,523,2.682051282051282,10MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,20MHz,165,0.8461538461538461,10MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,20MHz,522,2.6769230769230767,10MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,20MHz,380,1.9487179487179487,10MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,20MHz,116,0.5948717948717949,10MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,20MHz,525,2.6923076923076925,10MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,10MHz,195,20MHz,524,2.687179487179487,10MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,222,10MHz,195,0.8783783783783784,40MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,40MHz,156,10MHz,195,1.25,40MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,40MHz,387,10MHz,195,0.5038759689922481,40MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,40MHz,620,10MHz,195,0.31451612903225806,40MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,40MHz,222,20MHz,107,0.481981981981982,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,222,20MHz,600,2.7027027027027026,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,222,20MHz,523,2.355855855855856,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,222,20MHz,165,0.7432432432432432,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,222,20MHz,522,2.3513513513513513,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,222,20MHz,380,1.7117117117117118,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,222,20MHz,116,0.5225225225225225,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,222,20MHz,525,2.364864864864865,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,222,20MHz,524,2.3603603603603602,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,156,20MHz,107,0.6858974358974359,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,156,20MHz,600,3.8461538461538463,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,156,20MHz,523,3.3525641025641026,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,156,20MHz,165,1.0576923076923077,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,156,20MHz,522,3.3461538461538463,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,156,20MHz,380,2.4358974358974357,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,156,20MHz,116,0.7435897435897436,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,156,20MHz,525,3.3653846153846154,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,156,20MHz,524,3.358974358974359,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,387,20MHz,107,0.27648578811369506,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,387,20MHz,600,1.550387596899225,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,387,20MHz,523,1.351421188630491,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,387,20MHz,165,0.4263565891472868,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,387,20MHz,522,1.3488372093023255,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,387,20MHz,380,0.9819121447028424,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,387,20MHz,116,0.2997416020671835,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,387,20MHz,525,1.3565891472868217,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,387,20MHz,524,1.3540051679586564,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,620,20MHz,107,0.17258064516129032,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,620,20MHz,600,0.967741935483871,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,620,20MHz,523,0.8435483870967742,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,620,20MHz,165,0.2661290322580645,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,620,20MHz,522,0.8419354838709677,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,620,20MHz,380,0.6129032258064516,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,620,20MHz,116,0.1870967741935484,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,620,20MHz,525,0.8467741935483871,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,40MHz,620,20MHz,524,0.8451612903225807,40MHz_to_20MHz
SerialNumber_40,Mavic Mini 2,20MHz,107,10MHz,195,1.8224299065420562,20MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,20MHz,600,10MHz,195,0.325,20MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,20MHz,523,10MHz,195,0.372848948374761,20MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,20MHz,165,10MHz,195,1.1818181818181819,20MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,20MHz,522,10MHz,195,0.3735632183908046,20MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,20MHz,380,10MHz,195,0.5131578947368421,20MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,20MHz,116,10MHz,195,1.6810344827586208,20MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,20MHz,525,10MHz,195,0.37142857142857144,20MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,20MHz,524,10MHz,195,0.37213740458015265,20MHz_to_10MHz
SerialNumber_40,Mavic Mini 2,20MHz,107,40MHz,222,2.074766355140187,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,107,40MHz,156,1.4579439252336448,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,107,40MHz,387,3.616822429906542,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,107,40MHz,620,5.794392523364486,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,600,40MHz,222,0.37,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,600,40MHz,156,0.26,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,600,40MHz,387,0.645,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,600,40MHz,620,1.0333333333333334,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,523,40MHz,222,0.42447418738049714,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,523,40MHz,156,0.2982791586998088,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,523,40MHz,387,0.739961759082218,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,523,40MHz,620,1.1854684512428297,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,165,40MHz,222,1.3454545454545455,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,165,40MHz,156,0.9454545454545454,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,165,40MHz,387,2.3454545454545452,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,165,40MHz,620,3.757575757575758,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,522,40MHz,222,0.42528735632183906,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,522,40MHz,156,0.2988505747126437,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,522,40MHz,387,0.7413793103448276,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,522,40MHz,620,1.1877394636015326,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,380,40MHz,222,0.5842105263157895,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,380,40MHz,156,0.4105263157894737,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,380,40MHz,387,1.018421052631579,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,380,40MHz,620,1.631578947368421,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,116,40MHz,222,1.9137931034482758,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,116,40MHz,156,1.3448275862068966,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,116,40MHz,387,3.336206896551724,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,116,40MHz,620,5.344827586206897,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,525,40MHz,222,0.4228571428571429,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,525,40MHz,156,0.29714285714285715,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,525,40MHz,387,0.7371428571428571,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,525,40MHz,620,1.180952380952381,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,524,40MHz,222,0.42366412213740456,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,524,40MHz,156,0.29770992366412213,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,524,40MHz,387,0.7385496183206107,20MHz_to_40MHz
SerialNumber_40,Mavic Mini 2,20MHz,524,40MHz,620,1.183206106870229,20MHz_to_40MHz
SerialNumber_41,Mini 4 Pro,10MHz,195,20MHz,99,0.5076923076923077,10MHz_to_20MHz
SerialNumber_41,Mini 4 Pro,20MHz,99,10MHz,195,1.9696969696969697,20MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,40MHz,736,10MHz,195,0.264945652173913,40MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,40MHz,736,10MHz,180,0.24456521739130435,40MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,40MHz,158,10MHz,195,1.2341772151898733,40MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,40MHz,158,10MHz,180,1.139240506329114,40MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,40MHz,501,10MHz,195,0.38922155688622756,40MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,40MHz,501,10MHz,180,0.3592814371257485,40MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,40MHz,736,20MHz,597,0.811141304347826,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,736,20MHz,517,0.7024456521739131,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,736,20MHz,600,0.8152173913043478,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,736,20MHz,516,0.7010869565217391,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,736,20MHz,368,0.5,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,158,20MHz,597,3.778481012658228,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,158,20MHz,517,3.2721518987341773,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,158,20MHz,600,3.7974683544303796,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,158,20MHz,516,3.2658227848101267,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,158,20MHz,368,2.329113924050633,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,501,20MHz,597,1.1916167664670658,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,501,20MHz,517,1.031936127744511,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,501,20MHz,600,1.1976047904191616,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,501,20MHz,516,1.029940119760479,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,40MHz,501,20MHz,368,0.7345309381237525,40MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,10MHz,195,40MHz,736,3.7743589743589743,10MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,10MHz,195,40MHz,158,0.8102564102564103,10MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,10MHz,195,40MHz,501,2.5692307692307694,10MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,10MHz,180,40MHz,736,4.088888888888889,10MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,10MHz,180,40MHz,158,0.8777777777777778,10MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,10MHz,180,40MHz,501,2.783333333333333,10MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,10MHz,195,20MHz,597,3.0615384615384613,10MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,10MHz,195,20MHz,517,2.651282051282051,10MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,10MHz,195,20MHz,600,3.076923076923077,10MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,10MHz,195,20MHz,516,2.646153846153846,10MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,10MHz,195,20MHz,368,1.8871794871794871,10MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,10MHz,180,20MHz,597,3.316666666666667,10MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,10MHz,180,20MHz,517,2.8722222222222222,10MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,10MHz,180,20MHz,600,3.3333333333333335,10MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,10MHz,180,20MHz,516,2.8666666666666667,10MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,10MHz,180,20MHz,368,2.0444444444444443,10MHz_to_20MHz
SerialNumber_42,Mini 4 Pro,20MHz,597,40MHz,736,1.2328308207705192,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,597,40MHz,158,0.2646566164154104,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,597,40MHz,501,0.8391959798994975,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,517,40MHz,736,1.4235976789168279,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,517,40MHz,158,0.3056092843326886,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,517,40MHz,501,0.9690522243713733,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,600,40MHz,736,1.2266666666666666,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,600,40MHz,158,0.2633333333333333,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,600,40MHz,501,0.835,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,516,40MHz,736,1.426356589147287,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,516,40MHz,158,0.3062015503875969,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,516,40MHz,501,0.9709302325581395,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,368,40MHz,736,2.0,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,368,40MHz,158,0.42934782608695654,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,368,40MHz,501,1.361413043478261,20MHz_to_40MHz
SerialNumber_42,Mini 4 Pro,20MHz,597,10MHz,195,0.32663316582914576,20MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,20MHz,597,10MHz,180,0.3015075376884422,20MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,20MHz,517,10MHz,195,0.3771760154738878,20MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,20MHz,517,10MHz,180,0.3481624758220503,20MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,20MHz,600,10MHz,195,0.325,20MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,20MHz,600,10MHz,180,0.3,20MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,20MHz,516,10MHz,195,0.37790697674418605,20MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,20MHz,516,10MHz,180,0.3488372093023256,20MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,20MHz,368,10MHz,195,0.529891304347826,20MHz_to_10MHz
SerialNumber_42,Mini 4 Pro,20MHz,368,10MHz,180,0.4891304347826087,20MHz_to_10MHz
SerialNumber_43,DJI Air 2S,10MHz,195,40MHz,158,0.8102564102564103,10MHz_to_40MHz
SerialNumber_43,DJI Air 2S,40MHz,158,10MHz,195,1.2341772151898733,40MHz_to_10MHz
SerialNumber_44,M2EA,10MHz,195,40MHz,387,1.9846153846153847,10MHz_to_40MHz
SerialNumber_44,M2EA,10MHz,195,20MHz,55,0.28205128205128205,10MHz_to_20MHz
SerialNumber_44,M2EA,10MHz,195,20MHz,600,3.076923076923077,10MHz_to_20MHz
SerialNumber_44,M2EA,10MHz,195,20MHz,223,1.1435897435897435,10MHz_to_20MHz
SerialNumber_44,M2EA,40MHz,387,10MHz,195,0.5038759689922481,40MHz_to_10MHz
SerialNumber_44,M2EA,40MHz,387,20MHz,55,0.1421188630490956,40MHz_to_20MHz
SerialNumber_44,M2EA,40MHz,387,20MHz,600,1.550387596899225,40MHz_to_20MHz
SerialNumber_44,M2EA,40MHz,387,20MHz,223,0.5762273901808785,40MHz_to_20MHz
SerialNumber_44,M2EA,20MHz,55,10MHz,195,3.5454545454545454,20MHz_to_10MHz
SerialNumber_44,M2EA,20MHz,600,10MHz,195,0.325,20MHz_to_10MHz
SerialNumber_44,M2EA,20MHz,223,10MHz,195,0.874439461883408,20MHz_to_10MHz
SerialNumber_44,M2EA,20MHz,55,40MHz,387,7.036363636363636,20MHz_to_40MHz
SerialNumber_44,M2EA,20MHz,600,40MHz,387,0.645,20MHz_to_40MHz
SerialNumber_44,M2EA,20MHz,223,40MHz,387,1.7354260089686098,20MHz_to_40MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,40MHz,387,1.9846153846153847,10MHz_to_40MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,40MHz,2,0.010256410256410256,10MHz_to_40MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,40MHz,1199,6.148717948717949,10MHz_to_40MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,40MHz,156,0.8,10MHz_to_40MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,146,40MHz,387,2.6506849315068495,10MHz_to_40MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,146,40MHz,2,0.0136986301369863,10MHz_to_40MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,146,40MHz,1199,8.212328767123287,10MHz_to_40MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,146,40MHz,156,1.0684931506849316,10MHz_to_40MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,20MHz,55,0.28205128205128205,10MHz_to_20MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,20MHz,223,1.1435897435897435,10MHz_to_20MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,20MHz,600,3.076923076923077,10MHz_to_20MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,20MHz,569,2.917948717948718,10MHz_to_20MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,20MHz,379,1.9435897435897436,10MHz_to_20MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,20MHz,116,0.5948717948717949,10MHz_to_20MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,20MHz,523,2.682051282051282,10MHz_to_20MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,20MHz,165,0.8461538461538461,10MHz_to_20MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,20MHz,164,0.841025641025641,10MHz_to_20MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,195,20MHz,524,2.687179487179487,10MHz_to_20MHz
SerialNumber_5,Mavic 3E/3T/3M,10MHz,146,20MHz,55,0.3767123287671233,10MHz_to_20MHz
